"id" "idade" "regiao.r" "valorImovel" "renda" "tempoFinanciamento" "X.rendaFinanciamento" "banco.r" "avaliacao.r" "dataHoraEntrada" "dataHoraSaida" "dataHoraAvaliacao" "tempoAcesso" "paginaSaida.r" "statusSaida" "paginaSaida"
433 42 "brooklin" 51838.35 5354.76 27 6.26 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:59" "2021-05-21 18:02:45" 276 "hub" "80%" 2
434 35 "interlagos" 87923.11 6099.14 20 7.81 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:22" "2021-05-21 18:00:10" 119 "home" "20%" 5
435 40 "consolação" 134653.89 6217.47 25 6.67 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:25" "2021-05-21 18:03:46" 242 "hub" "80%" 2
436 35 "mooca" 90708.85 4090.98 20 7.76 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:14" "2021-05-21 18:00:03" 111 "cadastro" "60%" 3
437 44 "consolação" 86700.06 4505.95 29 5.93 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:49" "2021-05-21 18:04:54" 326 "dash" "100%" 1
438 45 "brooklin" 139932.78 3414.91 30 5.8 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:33" "2021-05-21 18:04:13" 370 "cadastro" "60%" 3
439 29 "centro" 58796.76 4106.94 14 9.52 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 17:58:56" "2021-05-21 17:58:10" NA "dash" "100%" 1
440 46 "consolação" 113446.92 3520.17 31 5.64 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:51" "2021-05-21 18:05:12" 388 "hub" "80%" 2
441 34 "consolação" 108691.8 4440.96 19 8.05 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:54" "2021-05-21 17:59:54" 91 "hub" "80%" 2
442 42 "mooca" 67616.29 4763.93 27 6.3 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:18" "2021-05-21 18:02:37" 295 "cadastro" "60%" 3
443 43 "santo-amaro" 65640.48 3653.03 28 6.13 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:42" "2021-05-21 18:04:01" 319 "login" "40%" 4
444 39 "consolação" 102420.72 5961.82 24 6.87 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:59" "2021-05-21 18:01:42" 216 "hub" "80%" 2
445 37 "santo-amaro" 94280.59 3430.76 22 7.3 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:06" "2021-05-21 18:00:56" 163 "login" "40%" 4
446 41 "santo-amaro" 86327.4 4542.66 26 6.46 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:43" "2021-05-21 18:03:18" 260 "login" "40%" 4
447 42 "santo-amaro" 89083.19 4867.43 27 6.3 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:16" "2021-05-21 18:04:08" 293 "login" "40%" 4
448 44 "consolação" 97579.31 3907.33 29 5.96 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:09" "2021-05-21 18:05:09" 346 "hub" "80%" 2
449 30 "brooklin" 86758.3 5682.01 15 9.18 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:59:17" "2021-05-21 17:58:00" NA "hub" "80%" 2
450 32 "mooca" 87022.08 4428.57 17 8.61 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:07" "2021-05-21 17:59:08" 44 "login" "40%" 4
451 47 "mooca" 135273.5 5381.4 32 5.5 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:15" "2021-05-21 18:04:19" 412 "cadastro" "60%" 3
452 45 "brooklin" 95478.94 5166.06 30 5.8 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:29" "2021-05-21 18:04:12" 366 "hub" "80%" 2
453 42 "consolação" 84476.26 6313.98 27 6.3 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:15" "2021-05-21 18:02:50" 292 "hub" "80%" 2
454 44 "centro" 63037.01 4755.14 29 5.93 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:49" "2021-05-21 18:03:09" 326 "dash" "100%" 1
455 45 "consolação" 81001.72 4853.48 30 5.77 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:13" "2021-05-21 18:04:28" 350 "hub" "80%" 2
456 27 "santo-amaro" 96266 5977.49 12 9.94 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 17:58:04" "2021-05-21 17:56:49" NA "home" "20%" 5
457 46 "santo-amaro" 109255.87 4732.98 31 5.62 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:36" "2021-05-21 18:04:10" 373 "login" "40%" 4
458 38 "santo-amaro" 79364.73 4017.85 23 7.05 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:25" "2021-05-21 18:00:44" 182 "login" "40%" 4
459 41 "consolação" 63555 4604.21 26 6.48 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:51" "2021-05-21 18:02:28" 268 "hub" "80%" 2
460 39 "consolação" 56250.95 4480.92 24 6.84 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:48" "2021-05-21 18:01:35" 205 "dash" "100%" 1
461 44 "interlagos" 116806.16 3404.24 29 5.96 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:08" "2021-05-21 18:04:34" 345 "home" "20%" 5
462 38 "brooklin" 121929.24 3486.75 23 7.11 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:41" "2021-05-21 18:01:19" 198 "cadastro" "60%" 3
463 43 "brooklin" 91410.66 2767.31 28 6.09 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:25" "2021-05-21 18:03:10" 302 "cadastro" "60%" 3
464 38 "consolação" 154647.54 7028.33 23 7.09 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:36" "2021-05-21 18:01:17" 193 "hub" "80%" 2
465 35 "mooca" 126672.39 5627.48 20 7.75 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:12" "2021-05-21 17:59:59" 109 "cadastro" "60%" 3
466 46 "consolação" 92232.62 4853.93 31 5.64 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:48" "2021-05-21 18:04:54" 385 "hub" "80%" 2
467 44 "consolação" 88214.32 5311.35 29 5.93 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:52" "2021-05-21 18:03:54" 329 "hub" "80%" 2
468 49 "mooca" 94914.09 4590.8 34 5.22 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:06:50" "2021-05-21 18:05:29" 447 "login" "40%" 4
469 40 "consolação" 107641.52 6838.31 25 6.69 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:31" "2021-05-21 18:02:26" 248 "hub" "80%" 2
470 46 "santo-amaro" 119051.94 5173.45 31 5.62 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:38" "2021-05-21 18:05:03" 375 "login" "40%" 4
471 50 "centro" 152602.15 5998.02 35 5.1 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:07:20" "2021-05-21 18:06:29" 477 "dash" "100%" 1
472 39 "santo-amaro" 70237.67 4886.01 24 6.84 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:49" "2021-05-21 18:02:29" 206 "login" "40%" 4
473 33 "brooklin" 128958.01 4465.1 18 8.43 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:44" "2021-05-21 18:00:13" 81 "cadastro" "60%" 3
474 39 "santo-amaro" 91139.1 3730.54 24 6.86 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:54" "2021-05-21 18:01:58" 211 "login" "40%" 4
475 39 "mooca" 136962.39 4653.52 24 6.87 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:57" "2021-05-21 18:02:51" 214 "login" "40%" 4
476 41 "brooklin" 75237.59 6902.61 26 6.46 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:41" "2021-05-21 18:03:32" 258 "cadastro" "60%" 3
477 49 "mooca" 80612.15 4422.83 34 5.21 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:48" "2021-05-21 18:05:15" 445 "login" "40%" 4
478 38 "centro" 133358 5324.61 23 7.12 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:44" "2021-05-21 18:02:01" 201 "dash" "100%" 1
479 42 "consolação" 91087.81 4894.92 27 6.28 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:08" "2021-05-21 18:04:04" 285 "hub" "80%" 2
480 39 "santo-amaro" 63350.39 4016.16 24 6.86 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:56" "2021-05-21 18:01:59" 213 "login" "40%" 4
481 40 "consolação" 99430.47 5169.91 25 6.67 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:25" "2021-05-21 18:01:45" 242 "hub" "80%" 2
482 42 "santo-amaro" 115104.98 4569.4 27 6.26 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:01" "2021-05-21 18:02:41" 278 "login" "40%" 4
483 47 "brooklin" 78940.82 5475.61 32 5.48 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:06:02" "2021-05-21 18:04:49" 399 "hub" "80%" 2
484 41 "mooca" 95046.11 4958.51 26 6.45 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:38" "2021-05-21 18:02:02" 255 "login" "40%" 4
485 44 "interlagos" 89910.11 4726.72 29 5.93 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:49" "2021-05-21 18:04:12" 326 "home" "20%" 5
486 44 "consolação" 128466.27 4954.31 29 5.94 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:56" "2021-05-21 18:03:34" 333 "dash" "100%" 1
487 45 "consolação" 95737.33 4901.77 30 5.77 "Banco do Presil" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:05:13" "2021-05-21 18:04:31" 350 "hub" "80%" 2
488 37 "mooca" 71199.84 3475.47 22 7.33 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:14" "2021-05-21 18:01:14" 171 "login" "40%" 4
489 48 "brooklin" 107760.15 7347.52 33 5.36 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:38" "2021-05-21 18:04:32" 435 "cadastro" "60%" 3
490 38 "santo-amaro" 64698.67 5386.7 23 7.1 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:37" "2021-05-21 18:01:08" 194 "login" "40%" 4
491 39 "interlagos" 108024.32 4165.15 24 6.91 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:10" "2021-05-21 18:01:47" 227 "home" "20%" 5
492 47 "centro" 81516 6589.16 32 5.49 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:11" "2021-05-21 18:05:44" 408 "dash" "100%" 1
493 46 "brooklin" 107510.02 6450.7 31 5.65 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:58" "2021-05-21 18:05:22" 395 "cadastro" "60%" 3
494 35 "santo-amaro" 76975.81 4968.29 20 7.75 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:12" "2021-05-21 17:59:03" 109 "login" "40%" 4
495 36 "centro" 92265.07 4967.87 21 7.52 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:38" "2021-05-21 18:01:11" 135 "dash" "100%" 1
496 33 "interlagos" 74825.46 4630.79 18 8.4 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:00:40" "2021-05-21 17:59:34" 77 "home" "20%" 5
497 41 "consolação" 69361.36 4810.62 26 6.47 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:45" "2021-05-21 18:02:18" 262 "hub" "80%" 2
498 41 "centro" 78870.83 5537.43 26 6.46 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:03:43" "2021-05-21 18:02:12" 260 "dash" "100%" 1
499 42 "mooca" 106252.18 4731.51 27 6.28 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:07" "2021-05-21 18:02:34" 284 "login" "40%" 4
500 43 "santo-amaro" 95955.65 5742.87 28 6.1 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:29" "2021-05-21 18:03:34" 306 "login" "40%" 4
501 37 "brooklin" 86974.32 5326.91 22 7.32 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:11" "2021-05-21 18:01:36" 168 "hub" "80%" 2
502 35 "brooklin" 98650.61 6754.75 20 7.82 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:24" "2021-05-21 18:00:33" 121 "hub" "80%" 2
503 45 "consolação" 146506.95 3524.82 30 5.79 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:26" "2021-05-21 18:04:53" 363 "hub" "80%" 2
504 44 "centro" 104143.69 6439.94 29 5.93 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:04:53" "2021-05-21 18:03:34" 330 "dash" "100%" 1
505 32 "brooklin" 120067.42 5926.9 17 8.74 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:00:22" "2021-05-21 17:58:48" 59 "hub" "80%" 2
506 40 "consolação" 82604.87 5610.42 25 6.63 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:12" "2021-05-21 18:01:08" 229 "hub" "80%" 2
507 36 "mooca" 78138.69 5325.31 21 7.5 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:35" "2021-05-21 18:00:24" 132 "cadastro" "60%" 3
508 30 "mooca" 95761.8 5686.86 15 9.15 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 17:59:15" "2021-05-21 17:58:41" NA "cadastro" "60%" 3
509 41 "interlagos" 112250.2 5059.6 26 6.46 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:41" "2021-05-21 18:02:10" 258 "home" "20%" 5
510 40 "brooklin" 64177.98 4836.13 25 6.64 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:13" "2021-05-21 18:01:46" 230 "hub" "80%" 2
511 40 "brooklin" 98638.88 5246.15 25 6.63 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:11" "2021-05-21 18:02:18" 228 "cadastro" "60%" 3
512 41 "centro" 86278.41 5768.28 26 6.48 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:49" "2021-05-21 18:03:36" 266 "dash" "100%" 1
513 44 "santo-amaro" 108032.49 5072.57 29 5.96 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:09" "2021-05-21 18:03:46" 346 "login" "40%" 4
514 41 "brooklin" 83232.09 4272.25 26 6.47 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:48" "2021-05-21 18:02:14" 265 "cadastro" "60%" 3
515 37 "santo-amaro" 95679.32 4536.25 22 7.31 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:09" "2021-05-21 18:01:18" 166 "login" "40%" 4
516 36 "consolação" 102244.11 5182.01 21 7.59 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:55" "2021-05-21 18:00:39" 152 "hub" "80%" 2
517 39 "brooklin" 85868.11 5231.23 24 6.9 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:07" "2021-05-21 18:02:15" 224 "cadastro" "60%" 3
518 42 "santo-amaro" 117501.23 5215.31 27 6.26 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:00" "2021-05-21 18:02:40" 277 "login" "40%" 4
519 35 "centro" 97783.88 6349.86 20 7.79 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:18" "2021-05-21 18:00:22" 115 "dash" "100%" 1
520 39 "santo-amaro" 81437.38 3901.82 24 6.88 "Banco Cifra" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:01" "2021-05-21 18:02:11" 218 "login" "40%" 4
521 45 "brooklin" 131621.57 6485.4 30 5.78 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:19" "2021-05-21 18:04:16" 356 "hub" "80%" 2
522 39 "brooklin" 144576.56 4601.39 24 6.91 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:10" "2021-05-21 18:02:19" 227 "hub" "80%" 2
523 37 "brooklin" 70075.11 5886.24 22 7.27 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:59" "2021-05-21 18:01:17" 156 "hub" "80%" 2
524 39 "centro" 117042.98 4405.79 24 6.84 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:50" "2021-05-21 18:01:59" 207 "dash" "100%" 1
525 46 "mooca" 138041.84 4968.77 31 5.62 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:37" "2021-05-21 18:04:37" 374 "cadastro" "60%" 3
526 43 "mooca" 76369.13 4094.16 28 6.1 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:29" "2021-05-21 18:03:23" 306 "login" "40%" 4
527 46 "interlagos" 120923.95 5523.52 31 5.64 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:05:51" "2021-05-21 18:04:05" 388 "home" "20%" 5
528 41 "centro" 87983.91 5267.63 26 6.45 "Banco do Presil" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:03:40" "2021-05-21 18:03:21" 257 "dash" "100%" 1
529 42 "interlagos" 141002.22 6390.43 27 6.29 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:12" "2021-05-21 18:03:18" 289 "home" "20%" 5
530 37 "brooklin" 66496.33 4902.7 22 7.34 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:16" "2021-05-21 18:00:57" 173 "hub" "80%" 2
531 43 "interlagos" 83295.26 3679.44 28 6.11 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:36" "2021-05-21 18:02:43" 313 "home" "20%" 5
532 37 "mooca" 101946.16 5754.69 22 7.36 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:22" "2021-05-21 18:01:09" 179 "login" "40%" 4
533 33 "brooklin" 85095.21 4734.97 18 8.34 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:00:33" "2021-05-21 17:59:33" 70 "cadastro" "60%" 3
534 41 "santo-amaro" 86267.31 6143.95 26 6.45 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:03:38" "2021-05-21 18:02:47" 255 "login" "40%" 4
535 50 "centro" 122481.46 5106.31 35 5.1 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:07:17" "2021-05-21 18:06:05" 474 "dash" "100%" 1
536 44 "santo-amaro" 81818.3 5018.74 29 5.95 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:04:59" "2021-05-21 18:03:29" 336 "login" "40%" 4
537 46 "brooklin" 83564.06 4482.02 31 5.63 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:43" "2021-05-21 18:04:49" 380 "hub" "80%" 2
538 42 "santo-amaro" 83583.54 4828.31 27 6.28 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:04:06" "2021-05-21 18:03:01" 283 "login" "40%" 4
539 37 "mooca" 108190.51 5071.26 22 7.31 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:10" "2021-05-21 18:01:03" 167 "cadastro" "60%" 3
540 39 "consolação" 90327.22 5672.51 24 6.87 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:02:59" "2021-05-21 18:01:37" 216 "hub" "80%" 2
541 39 "santo-amaro" 118686.93 6008.61 24 6.84 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:50" "2021-05-21 18:01:17" 207 "login" "40%" 4
542 38 "centro" 78666.23 5795.04 23 7.06 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:27" "2021-05-21 18:01:19" 184 "dash" "100%" 1
543 44 "santo-amaro" 84843.88 5226.4 29 5.92 "Banco Cifra" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:04:48" "2021-05-21 18:03:50" 325 "login" "40%" 4
544 34 "consolação" 131603.49 4317.36 19 8.08 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:59" "2021-05-21 17:59:17" 96 "hub" "80%" 2
545 44 "santo-amaro" 113550.7 3750.44 29 5.96 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:07" "2021-05-21 18:04:02" 344 "login" "40%" 4
546 44 "interlagos" 103695.79 3589.51 29 5.96 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:05:07" "2021-05-21 18:03:20" 344 "home" "20%" 5
547 34 "centro" 68326.24 3635.37 19 8.08 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:00:59" "2021-05-21 18:00:01" 96 "dash" "100%" 1
548 43 "santo-amaro" 111388.59 5872.1 28 6.12 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:40" "2021-05-21 18:03:22" 317 "login" "40%" 4
549 52 "santo-amaro" 74999.89 3566.25 37 4.87 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:08:15" "2021-05-21 18:08:01" 532 "login" "40%" 4
550 37 "brooklin" 89756.63 3246.59 22 7.34 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:16" "2021-05-21 18:01:19" 173 "cadastro" "60%" 3
551 44 "brooklin" 103082.03 4015.34 29 5.95 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:05:04" "2021-05-21 18:04:05" 341 "hub" "80%" 2
552 36 "consolação" 84314.26 4431.07 21 7.57 "Banco do Presil" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:01:49" "2021-05-21 18:01:12" 146 "hub" "80%" 2
553 46 "mooca" 89030.17 2511.69 31 5.62 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:36" "2021-05-21 18:05:07" 373 "cadastro" "60%" 3
554 41 "santo-amaro" 56662.52 3576.64 26 6.49 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:53" "2021-05-21 18:02:25" 270 "home" "20%" 5
555 48 "mooca" 80130.66 6575.89 33 5.36 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:06:41" "2021-05-21 18:05:14" 438 "cadastro" "60%" 3
556 33 "mooca" 77760.2 4888.62 18 8.31 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:28" "2021-05-21 18:00:07" 65 "cadastro" "60%" 3
557 40 "mooca" 104612.27 4916.26 25 6.65 "S16 Bank" "n/ avaliado" "2021-05-21 17:59:23" "2021-05-21 18:03:17" "2021-05-21 18:02:04" 234 "login" "40%" 4
558 37 "mooca" 104336.08 6141.02 22 7.35 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:02:20" "2021-05-21 18:01:53" 177 "cadastro" "60%" 3
559 39 "mooca" 112732.45 4412.04 24 6.87 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:59" "2021-05-21 18:02:31" 216 "cadastro" "60%" 3
560 37 "centro" 94412.45 4714.41 22 7.3 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:02:07" "2021-05-21 18:00:51" 164 "dash" "100%" 1
561 36 "centro" 112666.96 6030.35 21 7.54 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:01:43" "2021-05-21 18:01:04" 140 "dash" "100%" 1
562 43 "interlagos" 81616.53 6083.28 28 6.11 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:32" "2021-05-21 18:03:02" 309 "home" "20%" 5
563 35 "santo-amaro" 85426.2 3654.44 20 7.75 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:01:12" "2021-05-21 18:00:11" 109 "login" "40%" 4
564 47 "consolação" 100260.15 4149.74 32 5.51 "Banco do Presil" NA "2021-05-21 17:59:23" "2021-05-21 18:06:21" "2021-05-21 18:05:05" 418 "hub" "80%" 2
565 34 "mooca" 109241.78 6013.73 19 8.09 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:01:01" "2021-05-21 18:00:17" 98 "login" "40%" 4
566 41 "mooca" 96099.98 6953.26 26 6.44 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:03:35" "2021-05-21 18:03:10" 252 "login" "40%" 4
567 43 "brooklin" 91501.08 4763.38 28 6.1 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:27" "2021-05-21 18:03:00" 304 "cadastro" "60%" 3
568 43 "santo-amaro" 122574.65 4042.82 28 6.11 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:04:33" "2021-05-21 18:03:26" 310 "login" "40%" 4
569 38 "mooca" 91178.63 2870.02 23 7.13 "S16 Bank" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:02:47" "2021-05-21 18:01:54" 204 "cadastro" "60%" 3
570 40 "santo-amaro" 73500.38 2573.46 25 6.69 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:03:33" "2021-05-21 18:02:31" 250 "home" "20%" 5
571 45 "mooca" 97385.28 3914.12 30 5.78 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:05:18" "2021-05-21 18:03:38" 355 "cadastro" "60%" 3
572 33 "interlagos" 84318.15 4719.55 18 8.31 "Banco Cifra" "negativa" "2021-05-21 17:59:23" "2021-05-21 18:00:28" "2021-05-21 17:59:49" 65 "home" "20%" 5
573 36 "mooca" 106872.9 4414.8 21 7.57 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:01:49" "2021-05-21 18:01:11" 146 "cadastro" "60%" 3
574 42 "brooklin" 70796.01 3575.88 27 6.27 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:01" "2021-05-21 18:03:20" 278 "cadastro" "60%" 3
575 38 "interlagos" 64360.99 5968.22 23 7.07 "Banco Cifra" NA "2021-05-21 17:59:23" "2021-05-21 18:02:30" "2021-05-21 18:02:18" 187 "home" "20%" 5
576 47 "santo-amaro" 138703.23 6805.53 32 5.49 "S16 Bank" "positiva" "2021-05-21 17:59:23" "2021-05-21 18:06:07" "2021-05-21 18:04:42" 404 "login" "40%" 4
577 43 "brooklin" 132788.99 4807.38 28 6.13 "S16 Bank" NA "2021-05-21 17:59:23" "2021-05-21 18:04:44" "2021-05-21 18:03:38" 321 "cadastro" "60%" 3
